username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
michaelbeatty3;2018-07-23 19:55;305;494;"Hi I'm Kirsten Gillibrand & I want you to take me serious Also.... I'm on a panel with Chelsea Handler #OZYFest #MAGA #RESIST #WalkAway pic.twitter.com/WZ6xCChd7S";;;#OZYFest #MAGA #RESIST #WalkAway;"1021544282266558464";https://twitter.com/michaelbeatty3/status/1021544282266558464;0
coreyleavens;2018-07-23 19:52;333;709;"If the Russians wanted to meddle in our election, all they had to do was cross the southern border illegally and vote... dems would have welcomed them with open arms! #BuildTheWall #maga #Qanon #wwg1wga #walkaway";;;#BuildTheWall #maga #Qanon #wwg1wga #walkaway;"1021543563312750613";https://twitter.com/coreyleavens/status/1021543563312750613;0
DoctorSekzi;2018-07-23 19:51;77;98;"This is why people just #WalkAway from this nonsense that the media does. There was zero reason for the media to choose this particular photo of the victim...other than cause more racial strife. https:// twitter.com/Whendidiaskyou /status/1021493414221754374 …";;;#WalkAway;"1021543456928231424";https://twitter.com/DoctorSekzi/status/1021543456928231424;1
Wunderk19682528;2018-07-23 19:50;0;1;"Ein homosexueller Friseur aus New York hat auf seiner Facebookseite eine „ #WalkAway “ Kampagne gegen die Demokraten gestartet. Viele von der Partei zutiefst enttäuschte Menschen, die als Stammwähler der Demokraten galten, schlossen sich ihr an. https://www. epochtimes.de/politik/welt/g eh-weg-kampagne-und-video-ehemaliger-anhaenger-der-us-demokraten-trifft-die-partei-schwer-a2481984.html …";;;#WalkAway;"1021543025435205642";https://twitter.com/Wunderk19682528/status/1021543025435205642;0
TheRealHublife;2018-07-23 19:44;246;686;"This is why we pray. This is why we say God bless. This is why we are unwilling to relinquish our grip on our nation. We're ALL walking in God's plan while supporting #MAGA and this President. #WWG1WGA #WalkAway";;;#MAGA #WWG1WGA #WalkAway;"1021541687657545734";https://twitter.com/TheRealHublife/status/1021541687657545734;0
TheRealHublife;2018-07-23 19:44;83;282;"4) The horrible branding is why you have the #WalkAway movement. The left is so toxic as a brand, identity and philosophy that anyone who is honest with themselves has no choice but to leave the party.";;;#WalkAway;"1021541678560104448";https://twitter.com/TheRealHublife/status/1021541678560104448;0
Jali_Cat;2018-07-23 19:41;425;489;"Any steps. Any words. Those are the precious moments families of murdered victims killed by ILLEGAL ALIENS will never EVER experience again. Too bad our OWN elected officials in @TheDemocrats @DNC party care NOTHING about our OWN CITIZENS! #WalkAway FOREVER! #VoteRed https:// twitter.com/kamalaharris/s tatus/1021508505671528448 …";;@TheDemocrats @DNC;#WalkAway #VoteRed;"1021540794916921348";https://twitter.com/Jali_Cat/status/1021540794916921348;1
_NotFakeNews_;2018-07-23 19:34;134;175;"The #WalkAway campaign is a Fraud. No one in their ads are real supporters. They purchased stock photos and inserted their propaganda. DO NOT fall for this folks. At this point the only people who actually fall for this are Trump supporters, we’re too intelligent to believe this. pic.twitter.com/8pfhZ8TRaQ";;;#WalkAway;"1021539032533266432";https://twitter.com/_NotFakeNews_/status/1021539032533266432;0
EdKrassen;2018-07-23 19:22;1130;1968;"This is how pathetic the #walkaway movement is. https:// hillreporter.com/fake-walkaway- ads-feature-images-of-people-from-shutterstock-4319/amp …";;;#walkaway;"1021535933219258369";https://twitter.com/EdKrassen/status/1021535933219258369;0
IWillRedPillU;2018-07-23 19:21;598;560;"George Soros Had Puppet HR McMaster Approve Soon-Revoked White House Security Clearances #Soros #WalkAway #ObamaGate #KAG #SpyGate #MAGA #Trump #Trump2020 #PatriotsFight #QResearch #ArrestSoros #GreatAwakening #McMaster #SusanRice #Obama #RedPill #REALNews https:// thegoldwater.com/news/32197-Geo rge-Soros-Had-Puppet-HR-McMaster-Approve-Soon-Revoked-White-House-Security-Clearances …";;;#Soros #WalkAway #ObamaGate #KAG #SpyGate #MAGA #Trump #Trump2020 #PatriotsFight #QResearch #ArrestSoros #GreatAwakening #McMaster #SusanRice #Obama #RedPill #REALNews;"1021535720668889089";https://twitter.com/IWillRedPillU/status/1021535720668889089;0
