username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
LauraLeeBordas;2018-06-19 19:47;12;9;"#WalkAway plz try and trend this hashtag https:// twitter.com/WayneDupreeSho w/status/1008076558798610432 …";;;#WalkAway;"1009221165867560960";https://twitter.com/LauraLeeBordas/status/1009221165867560960;1
OpenThePrimary;2018-06-19 19:31;8;9;"The #WelfareFraud enabled on AG Lori Swanson's watch amounts to an estimated $100,000,000.00 per YEAR for TEN YEARS. Meanwhile homeless encampments in my district, #CD5 , are growing daily. It is a shocking & evil waste. Please continue to shine light on it. #MAGA #MNGov #WalkAway pic.twitter.com/hxRoAiUnvE";;;#WelfareFraud #CD5 #MAGA #MNGov #WalkAway;"1009217107349917696";https://twitter.com/OpenThePrimary/status/1009217107349917696;0
SYekalis;2018-06-19 19:08;6;9;"VERY inflammatory 302's, not turned over to Congress ... #MAGA #GreatAwakening #WalkAway #ReleaseTheDocuments #Unredacted @realDonaldTrump @POTUS #QAnon https:// twitter.com/TheLastRefuge2 /status/1009198833832747011 …";;@realDonaldTrump @POTUS;#MAGA #GreatAwakening #WalkAway #ReleaseTheDocuments #Unredacted #QAnon;"1009211447358914562";https://twitter.com/SYekalis/status/1009211447358914562;1
TopInfoBlogs;2018-06-19 18:18;3;6;"Oh, that's nothing... these people are mentally gone. Seriously. #WalkAway pic.twitter.com/2c03g07a2x";;;#WalkAway;"1009198873242267649";https://twitter.com/TopInfoBlogs/status/1009198873242267649;0
rdt_n_nat;2018-06-19 16:05;2;4;"Are you tired of being last yet #NewMexico ? It’s time to #WalkAway and STOP voting them back in!! #LastNoMas https:// twitter.com/anxxopinion/st atus/1009158657072717824 …";;;#NewMexico #WalkAway #LastNoMas;"1009165358408691712";https://twitter.com/rdt_n_nat/status/1009165358408691712;1
LaylaAlisha11;2018-06-19 15:47;3;6;"Yes! This #WalkAway movement is great! More people need to wake up & look at the Facts! #Democrats have Proven they do not care about America or its citizens! Dems only care about attaining power & abusing that power! #VoteKAG in #Midterms !";;;#WalkAway #Democrats #VoteKAG #Midterms;"1009160754581377024";https://twitter.com/LaylaAlisha11/status/1009160754581377024;0
TraceySRogers1;2018-06-19 15:27;223;253;"I watched this video & I am so proud of Brandon & the #WalkAway movement. Democrats are beginning to see how the actions by high ranking government officials can affect their lives negatively. The mass exodus will happen @the perfect time; #Midterms2018 ! #VoteRed https:// twitter.com/waynedupreesho w/status/1008076558798610432 …";;@the;#WalkAway #Midterms2018 #VoteRed;"1009155720800096258";https://twitter.com/TraceySRogers1/status/1009155720800096258;1
BeeBeeBeeLeaves;2018-06-19 15:02;3;13;"Everyone who sees what the Left falling over the cliff is doing, needs to #WalkAway like many #FreeThinkers already have. Enough is enough. Basta with those #evilhypocrites ! https:// youtu.be/4Pjs7uoOkag";;;#WalkAway #FreeThinkers #evilhypocrites;"1009149495148306432";https://twitter.com/BeeBeeBeeLeaves/status/1009149495148306432;0
TeddyUKIPClark;2018-06-19 14:53;13;9;"Sign HERE next #WALKAWAY Petition: Ensure that the U.K. leaves the EU Single Market & Customs Union. https:// petition.parliament.uk/petitions/2137 82 …";;;#WALKAWAY;"1009147156387725313";https://twitter.com/TeddyUKIPClark/status/1009147156387725313;0
SleepyAddicts;2018-06-19 14:11;29;62;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation THE TRUTH ABOUT BORDER & THE PICS OF THESE KIDS FLOATING ALL OVER SOCIAL MEDIA FAKE PICS! https:// youtu.be/efF7IWG07fM pic.twitter.com/XWtoptTaaj";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation;"1009136487005282305";https://twitter.com/SleepyAddicts/status/1009136487005282305;0
TeddyUKIPClark;2018-06-19 13:31;2;4;"#WALKAWAY NOW https:// twitter.com/mikesey1/statu s/1009125648508518400 …";;;#WALKAWAY;"1009126466141945856";https://twitter.com/TeddyUKIPClark/status/1009126466141945856;1
_ThatVoice;2018-06-19 11:23;3;8;"They did the same at the Comey hearings, the Clinton hearings, the IRS hearings...this is their baby-talk MO. It's so sad, crocodile tears and kneeling. #WalkAway #IGReport #IGHearing";;;#WalkAway #IGReport #IGHearing;"1009094282085654528";https://twitter.com/_ThatVoice/status/1009094282085654528;0
robsmithonline;2018-06-19 11:09;1;9;"Right on! The movement needs more people to #WalkAway from Dems and embrace #freethinking . Thx for listening! https:// twitter.com/mrgreencotr/st atus/1009085830621736960 …";;;#WalkAway #freethinking;"1009090737978437632";https://twitter.com/robsmithonline/status/1009090737978437632;1
actlightning;2018-06-19 10:34;3;10;"#PlannedParenthood Darling @SenGillibrand : I’m Wearing The “Armor Of God” Against The Trump Administration http:// bit.ly/Baby_Butchers- 2M6MPdh … #CCOT #Evangelicals #MAGA #MAGA2018 #TCOT #KAG #GOP #BlueWave2018 #WinBlue #UniteBlue Democrat? #WalkAway pic.twitter.com/MZmKdad73y";;@SenGillibrand;#PlannedParenthood #CCOT #Evangelicals #MAGA #MAGA2018 #TCOT #KAG #GOP #BlueWave2018 #WinBlue #UniteBlue #WalkAway;"1009081965822111744";https://twitter.com/actlightning/status/1009081965822111744;0
blogho;2018-06-19 10:03;61;102;"Keep spreading the word ! @w_terrence , @RealCandaceO , @charliekirk11 , @mitchellvii , @TuckerCarlson , @greggutfeld , @kimguilfoyle , @IngrahamAngle , @LauraLoomer , @LouDobbs , @chuckwoolery , @RealJamesWoods to help people #WalkAway ! https:// twitter.com/usminority/sta tus/1007191747355729920 …";;@w_terrence @RealCandaceO @charliekirk11 @mitchellvii @TuckerCarlson @greggutfeld @kimguilfoyle @IngrahamAngle @LauraLoomer @LouDobbs @chuckwoolery @RealJamesWoods;#WalkAway;"1009074199661633538";https://twitter.com/blogho/status/1009074199661633538;1
121dealbreakers;2018-06-19 07:13;17;16;"Mr. Wrong (aka the deal breaker), is a man that thinks only about himself, has zero respect for you & owns no morsel of compassion! He will rip your heart out & make you watch him devour every last drop of life! #walkaway #datetips #relationships #dating #DV #VAW #domesticabuse";;;#walkaway #datetips #relationships #dating #DV #VAW #domesticabuse;"1009031336320004096";https://twitter.com/121dealbreakers/status/1009031336320004096;0
MAGAVoice1;2018-06-19 02:16;1;5;"I am soo glad your mind crossed over and now you can see clearly the hypocrisy of the Demented Dems #Walkaway @usminority";;@usminority;#Walkaway;"1008956704745123840";https://twitter.com/MAGAVoice1/status/1008956704745123840;0
MCCNP;2018-06-18 23:44;41;98;"I didn’t #WalkAway from the Democratic Party, they walked away from me.";;;#WalkAway;"1008918492735827968";https://twitter.com/MCCNP/status/1008918492735827968;0
sarah_devorah;2018-06-18 22:34;10;14;"Thank you for sharing this awesome video He actually describes many of the feelings I have when I am attacked or those I care about are attacked because our beliefs may be different Whst an inspiring eloquent impactful man! #walkaway movement http:// ht.ly/nQdB30kwT6S pic.twitter.com/O1yEJ5LqAS";;;#walkaway;"1008900700917690368";https://twitter.com/sarah_devorah/status/1008900700917690368;0
