username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
Sara0722;2018-06-04 19:55;0;0;"Please share this!! #WalkAway https:// twitter.com/usminority/sta tus/1002227787762225158 …";;;#WalkAway;"1003787408587001857";https://twitter.com/Sara0722/status/1003787408587001857;1
knelcoaching;2018-06-04 19:09;0;1;"#garyvee this was a hard thing for me in the past, I would let my ego get the best of me at times. #WalkAway #Frenemy #life #character #MondayMotivation https:// twitter.com/garyvee/status /1003754950063771649 …";;;#garyvee #WalkAway #Frenemy #life #character #MondayMotivation;"1003775855108284416";https://twitter.com/knelcoaching/status/1003775855108284416;1
BlueSkyz22;2018-06-04 18:20;0;1;"#WalkAway https:// youtu.be/4Pjs7uoOkag";;;#WalkAway;"1003763375405436929";https://twitter.com/BlueSkyz22/status/1003763375405436929;0
julienne_davis;2018-06-04 17:14;1;4;"Well, I don't know who this man is, but BRAVO!!! Share bigly everyone!! #walkAway from the #DNC #Progressivism #leftism #liberalism https://www. facebook.com/julienne.davis /posts/10156397388395097 …";;;#walkAway #DNC #Progressivism #leftism #liberalism;"1003746782487162881";https://twitter.com/julienne_davis/status/1003746782487162881;0
LizMatory;2018-06-04 17:13;0;2;"Note @mddems SILENCE on @ValerieErvin & Marisol Johnson Ballot issue. They don’t really care about “us” only our vote. #ToldYou #WalkAway";;@mddems @ValerieErvin;#ToldYou #WalkAway;"1003746674760650752";https://twitter.com/LizMatory/status/1003746674760650752;0
1000milemarch;2018-06-04 16:39;0;0;"Today I’m kicking off the #WalkAway campaign by releasing my video about why I am walking away from liberalism and the Democratic Party. It is my sincere hope t... https://www. facebook.com/1000MileMarch/ posts/1036425906521523 …";;;#WalkAway;"1003738138978783232";https://twitter.com/1000milemarch/status/1003738138978783232;0
Jarvistattooer;2018-06-04 16:33;0;1;"They say “if you are willing to carry a gun it’s a statement that you will use it on your own people” #walkaway";;;#walkaway;"1003736397268815873";https://twitter.com/Jarvistattooer/status/1003736397268815873;0
ThePilotsNurse;2018-06-04 16:31;0;0;"#WalkAway https://www. facebook.com/usminority/vid eos/486555651765405/ …";;;#WalkAway;"1003736067927764992";https://twitter.com/ThePilotsNurse/status/1003736067927764992;0
Romney_RyanTeam;2018-06-04 14:00;0;0;"This guys speaks the truth!!!!! #walkaway #gored #redwave #trump2020 #maga #americafirst https://www. facebook.com/TrumpPenceforA merica/posts/2006812272663603 …";;;#walkaway #gored #redwave #trump2020 #maga #americafirst;"1003698022671355906";https://twitter.com/Romney_RyanTeam/status/1003698022671355906;0
Indiana_Patriot;2018-06-04 13:22;0;0;"Powerful video-- please retweet and share. #WalkAway campaign https://www. youtube.com/watch?v=4Pjs7u oOkag …";;;#WalkAway;"1003688390943002624";https://twitter.com/Indiana_Patriot/status/1003688390943002624;0
white_mgtow;2018-06-04 12:26;0;0;"Stop talking about #hypergamy ? no way https:// youtu.be/NNZw49Upa2M via @YouTube #MGTOW #MondayMotivation #SCOTUS #Marriage #Femalenature #Walkaway #Liberty https:// gab.ai/white_mgtow/po sts/26934876 …";;@YouTube;#hypergamy #MGTOW #MondayMotivation #SCOTUS #Marriage #Femalenature #Walkaway #Liberty;"1003674365605527553";https://twitter.com/white_mgtow/status/1003674365605527553;0
white_mgtow;2018-06-04 12:24;0;0;"A #response to fidelbogen...again https:// youtu.be/0_VLmzXi-h4 via @YouTube #MGTOW #Walkaway #Liberty";;@YouTube;#response #MGTOW #Walkaway #Liberty;"1003673909399412736";https://twitter.com/white_mgtow/status/1003673909399412736;0
lmdreamfree;2018-06-04 12:05;0;1;"#WalkAway https:// twitter.com/usminority/sta tus/1002227787762225158 …";;;#WalkAway;"1003669074507980800";https://twitter.com/lmdreamfree/status/1003669074507980800;1
lmdreamfree;2018-06-04 12:05;0;0;"#WalkAway great wisdom bring strength in unity give this some love please! #WWG1WGA https:// twitter.com/usminority/sta tus/1003473255762726912 …";;;#WalkAway #WWG1WGA;"1003668960582172679";https://twitter.com/lmdreamfree/status/1003668960582172679;1
lovescasualty;2018-06-04 11:43;51;132;"Once you realize you deserve better, letting go will be the best decision ever. #walkaway #dontlookback";;;#walkaway #dontlookback;"1003663587825422336";https://twitter.com/lovescasualty/status/1003663587825422336;0
CreativityWords;2018-06-04 11:04;0;2;""When you love someone more than they deserve,surely they will hurt you more than you deserve" #hurt #brokenheart #beg #life #text #call #visit #ignorant #WalkAway #SelfRespect #deserve #love #heartbroken #LifeQuotes pic.twitter.com/zIBSdBYLNR";;;#hurt #brokenheart #beg #life #text #call #visit #ignorant #WalkAway #SelfRespect #deserve #love #heartbroken #LifeQuotes;"1003653646289178631";https://twitter.com/CreativityWords/status/1003653646289178631;0
debtbusterz;2018-06-04 10:11;1;0;"#MondayMotivation #JoyTrain #mondaythoughts #SuccessTRAIN #perspective #WalkAway #LetGo pic.twitter.com/OgaAlLUfFK";;;#MondayMotivation #JoyTrain #mondaythoughts #SuccessTRAIN #perspective #WalkAway #LetGo;"1003640448617975813";https://twitter.com/debtbusterz/status/1003640448617975813;0
hidayahjamal;2018-06-04 09:55;0;0;"Ada sorang je. Tp bukan ex. Sbb parents suruh aku kwn. Mcm calon jodoh jela. Mampu tgk dari jauh...and jd invisible utk dia...lps dia kawin prempuan lain #walkaway";;;#walkaway;"1003636456970043395";https://twitter.com/hidayahjamal/status/1003636456970043395;0
onlinelady77;2018-06-04 09:34;1;4;"It is happening, the left is starting to wake up! Lets' pray that it is in time. RT follow @usminority , #WalkAway pic.twitter.com/LxJzrAlVzo";;@usminority;#WalkAway;"1003631087640293376";https://twitter.com/onlinelady77/status/1003631087640293376;0
darealjinxy;2018-06-04 09:31;0;0;"NEW SINGLE ALERT #WalkAway >> http:// bit.ly/2huNtBU >> @madmancometh86 > #XXLMagazine Ad coming soon! #MADMAN";;@madmancometh86;#WalkAway #XXLMagazine #MADMAN;"1003630290374418432";https://twitter.com/darealjinxy/status/1003630290374418432;0
Kahnaynay1969;2018-06-04 09:16;0;0;"#WalkAway Campaign is something you should really get involved in.....";;;#WalkAway;"1003626536900145152";https://twitter.com/Kahnaynay1969/status/1003626536900145152;0
Tomwarnock;2018-06-04 09:05;0;0;"Free money!!! Check out this app https:// sweatco.in/i/tom663431 ... It pays for walking What an easy way to make money for just walking!!! #FreeMoney #WalkAway #Money2020 #outside #sunshine #exercise #newbodyplan #sweat";;;#FreeMoney #WalkAway #Money2020 #outside #sunshine #exercise #newbodyplan #sweat;"1003623778394476544";https://twitter.com/Tomwarnock/status/1003623778394476544;0
homesteadtvmaga;2018-06-04 08:44;0;0;"Today I’m kicking off the #WalkAway campaign by releasing my video about why I am walking away from liberalism and the Democratic Party. It is my sincere hope that you will... https://www. youtube.com/attribution_li nk?a=6A9qb9OSe7E&u=%2Fwatch%3Fv%3D4Pjs7uoOkag%26feature%3Dshare …";;;#WalkAway;"1003618436256354305";https://twitter.com/homesteadtvmaga/status/1003618436256354305;0
KriefLinda;2018-06-04 06:37;0;0;"Q anon 6/3/18 "A Week to Remember"(New) https:// youtu.be/UBqFWGxhZ20 via @YouTube It is going to be a glorious summer. Tick tock....BOOM! #lockthemup #walkaway #IBOR #MAGA";;@YouTube;#lockthemup #walkaway #IBOR #MAGA;"1003586599588978688";https://twitter.com/KriefLinda/status/1003586599588978688;0
KriefLinda;2018-06-04 05:55;0;0;"Q anon - Urgent Child trafficking in Tuscon,AZ https:// youtu.be/2KN9T25Cfig via @YouTube The evil that is about to be exposed will shock even liberals. Tick tock......BOOM! #lockthemup #walkaway #IBOR #MAGA";;@YouTube;#lockthemup #walkaway #IBOR #MAGA;"1003575871100391424";https://twitter.com/KriefLinda/status/1003575871100391424;0
ModiphiedLLC;2018-06-04 04:41;0;1;"If you have a feeling they’re not your true friend, they’re probably not. #WalkAway #Now #THEIR #character revealed pic.twitter.com/VCQO3avBFc";;;#WalkAway #Now #THEIR #character;"1003557245433589760";https://twitter.com/ModiphiedLLC/status/1003557245433589760;0
mrspissedoffatu;2018-06-04 03:15;1;1;"#WalkAway by #YoungBoi is litty and its on his #SoundCloud #StrictlyBidness http:// ow.ly/NOnd30kc5el";;;#WalkAway #YoungBoi #SoundCloud #StrictlyBidness;"1003535599649853440";https://twitter.com/mrspissedoffatu/status/1003535599649853440;0
murilyn123;2018-06-04 03:14;0;0;"Globally, as many as 38% of murders of women are committed by a male intimate partner. Men are also murdered and abused in DOmestic violence #walkaway #gethelp #protectyourkids #endabuse #stopviolence https:// twitter.com/UKSAYSNOMORE/s tatus/1003299267195236352 …";;;#walkaway #gethelp #protectyourkids #endabuse #stopviolence;"1003535510839746560";https://twitter.com/murilyn123/status/1003535510839746560;1
CrimRadio;2018-06-04 02:46;0;0;"Now playing #BlackWaterGreed - #WalkAway on Crim Radio";;;#BlackWaterGreed #WalkAway;"1003528391524528128";https://twitter.com/CrimRadio/status/1003528391524528128;0
darealjinxy;2018-06-04 02:31;0;1;"NEW SINGLE ALERT!!! #WalkAway >> http:// bit.ly/2huNtBU >> @madmancometh86 > #XXLMagazine Ad coming SOON!!! #MADMAN . .";;@madmancometh86;#WalkAway #XXLMagazine #MADMAN;"1003524582333132800";https://twitter.com/darealjinxy/status/1003524582333132800;0
TheBridalHG;2018-06-04 02:10;0;0;"I decided to #walkaway a long time ago. https://www. facebook.com/story.php?stor y_fbid=10156401889393769&id=505958768 …";;;#walkaway;"1003519382599892992";https://twitter.com/TheBridalHG/status/1003519382599892992;0
carenowolf54;2018-06-03 23:20;0;0;"https://www. facebook.com/usminority/vid eos/486555651765405/ … . #WalkAway";;;#WalkAway;"1003476461423079434";https://twitter.com/carenowolf54/status/1003476461423079434;0
Prayn4uandme;2018-06-03 23:07;0;0;"#walkaway https://www. facebook.com/usminority/vid eos/486555651765405/ …";;;#walkaway;"1003473324687659018";https://twitter.com/Prayn4uandme/status/1003473324687659018;0
Gwood_62;2018-06-03 22:12;0;0;"#WalkAway";;;#WalkAway;"1003459333143719936";https://twitter.com/Gwood_62/status/1003459333143719936;0
sunaviles;2018-06-03 21:55;0;0;"PERFECTLY FUCKING WORDED!!! #REALLIVEMONSTER #CREATEYOUROWNMONSTER #DRAMAFREE #WALKAWAY https://www. facebook.com/sun.aviles/pos ts/10212391878218727 …";;;#REALLIVEMONSTER #CREATEYOUROWNMONSTER #DRAMAFREE #WALKAWAY;"1003455200768806913";https://twitter.com/sunaviles/status/1003455200768806913;0
Lewis_on_Right;2018-06-03 21:54;0;0;"#WALKAWAY . https://www. facebook.com/usminority/vid eos/486555651765405/ …";;;#WALKAWAY;"1003454886938202113";https://twitter.com/Lewis_on_Right/status/1003454886938202113;0
LynnyontheFly;2018-06-03 21:19;0;0;"https:// youtu.be/4Pjs7uoOkag #WalkAway";;;#WalkAway;"1003446025317683200";https://twitter.com/LynnyontheFly/status/1003446025317683200;0
