username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
Jeannie___Marie;2018-06-22 19:22;0;4;"I have opened my eyes, that’s why I left the Democratic Party and will never go back. #DNCFraudLawsuit #DemExit #WalkAway";;;#DNCFraudLawsuit #DemExit #WalkAway;"1010302018378969089";https://twitter.com/Jeannie___Marie/status/1010302018378969089;0
SmileeAllDay;2018-06-22 19:15;1;0;"Denial is not only a river in Egypt #WalkAway";;;#WalkAway;"1010300224261238785";https://twitter.com/SmileeAllDay/status/1010300224261238785;0
Jeannie___Marie;2018-06-22 19:11;0;3;"Oh yes, you’re speaking to a former Dem. #DemExit #WalkAway";;;#DemExit #WalkAway;"1010299212674854918";https://twitter.com/Jeannie___Marie/status/1010299212674854918;0
gillianelenore;2018-06-22 19:00;0;1;"Yayyy!! Can’t wait to see you play tomorrow night in Waterloo! Special request? Follow the sun @xavierrudd #stormboy #gatherthehands #walkaway https:// twitter.com/xavierrudd/sta tus/1010293875389300736 …";;@xavierrudd;#stormboy #gatherthehands #walkaway;"1010296497433382912";https://twitter.com/gillianelenore/status/1010296497433382912;1
blore_g;2018-06-22 18:52;2;1;"He doesn't care & he won't back up correcting his mistakes. He's done it before. I thank him & other MSM though. When I #walkaway from Democrats, these things I've seen lately, reinforce my decision. We need borders & sovereignty. Cheers";;;#walkaway;"1010294437417713665";https://twitter.com/blore_g/status/1010294437417713665;0
Forest_WC;2018-06-22 18:50;0;1;"#Walkaway : http:// youtu.be/kKWOikb_QNg?a via @YouTube";;@YouTube;#Walkaway;"1010293957803282434";https://twitter.com/Forest_WC/status/1010293957803282434;0
hchao12_iii;2018-06-22 18:42;0;0;"Rhode Island the Ocean State quarter dollar #coindrop #coindesk #numismatism #quarter #dollar #JamesWolfe #RhodeIsland #ocean #oceans #Beach #beachplease #beachnik #beachday #WalkofShame #WalkingDead #WalkAway $ MCD";;;#coindrop #coindesk #numismatism #quarter #dollar #JamesWolfe #RhodeIsland #ocean #oceans #Beach #beachplease #beachnik #beachday #WalkofShame #WalkingDead #WalkAway;"1010292002095632385";https://twitter.com/hchao12_iii/status/1010292002095632385;0
contodomiamor;2018-06-22 18:42;0;0;"#TorDoctorowSweeps and #sweepstakes #WalkAway";;;#TorDoctorowSweeps #sweepstakes #WalkAway;"1010291899813408768";https://twitter.com/contodomiamor/status/1010291899813408768;0
blore_g;2018-06-22 18:27;2;1;"Indeed! But also I would blame all those crooked attorneys and Pueblo sin fronteras. I #WalkAway from Democrats and I don't regret it for a second. @NancyPelosi discourse is frankly beyond ridiculous so now having borders and sovereignty is #immoral #Democrat have no message. pic.twitter.com/6KXG7zSmph";;@NancyPelosi;#WalkAway #immoral #Democrat;"1010288134054187008";https://twitter.com/blore_g/status/1010288134054187008;0
jccod711;2018-06-22 18:14;1;0;"“The thief cometh not, but for to steal, and to kill, and to destroy: I am come that they might have life...more abundantly.” So “build & prosper” vs Benghazi/racism/triple priced health care/PayForPlay. Obvious choice, right? #GodWins #WakeUp #America @POTUS #WalkAway";;@POTUS;#GodWins #WakeUp #America #WalkAway;"1010285038804463617";https://twitter.com/jccod711/status/1010285038804463617;0
Jenny8675309m;2018-06-22 17:49;5;9;"The dems can’t win an election because of a some Facebook posts.... even WITH a fixed primary, with nearly EVERY media entity on their side and even half of the other party on their side- it seems the only thing they DON’T have on their side=the American people #walkaway";;;#walkaway;"1010278707020419073";https://twitter.com/Jenny8675309m/status/1010278707020419073;0
fisheaters;2018-06-22 17:40;1;0;"Promote this! Send to your sleeping leftist friends: #WalkAway Campaign @jordanbpeterson @TheRebelTV @RealCandaceO @StefanMolyneux https:// youtu.be/4Pjs7uoOkag";;@jordanbpeterson @TheRebelTV @RealCandaceO @StefanMolyneux;#WalkAway;"1010276258003988481";https://twitter.com/fisheaters/status/1010276258003988481;0
walk2free;2018-06-22 17:32;0;0;"The #GOP isn't going to be united on anything until the #Libturd #NWO #globalists are purged from the party. #VoteThemOut #Republicans #Midterms2018 #VoteRed #politics #copolitics #DrainTheSwamp #DumpRINOs #tcot #ccot #inde #pjnet #TeaParty #Democrats #WalkAway #WakeUpAmerica https:// twitter.com/DjLots3/status /1010231904271044608 …";;;#GOP #Libturd #NWO #globalists #VoteThemOut #Republicans #Midterms2018 #VoteRed #politics #copolitics #DrainTheSwamp #DumpRINOs #tcot #ccot #inde #pjnet #TeaParty #Democrats #WalkAway #WakeUpAmerica;"1010274303391162368";https://twitter.com/walk2free/status/1010274303391162368;1
inspirednik;2018-06-22 17:30;1;1;"Note to restaurants who serve #vegetarian / #vegan food. Probably best not to keep tofu next to crumbled bacon on salad line. “Is that bacon in the tofu?” #WalkAway #NoThanks";;;#vegetarian #vegan #WalkAway #NoThanks;"1010273748447088641";https://twitter.com/inspirednik/status/1010273748447088641;0
mozisme32843;2018-06-22 17:26;1;0;"@BrookeBCNN why did you and your producers cut away? I was really touched but then you cut away? #WTF #MAGA Do you believe that #Independents watch your network? I’m truly disappointed, again. #WalkAway";;@BrookeBCNN;#WTF #MAGA #Independents #WalkAway;"1010272736378175488";https://twitter.com/mozisme32843/status/1010272736378175488;0
FarLeftAreNazis;2018-06-22 17:21;0;0;"Liberals are leaving the left in droves because the left is no longer liberal. #WalkAway";;;#WalkAway;"1010271470705000448";https://twitter.com/FarLeftAreNazis/status/1010271470705000448;0
ChrissyMAGAOne;2018-06-22 17:00;5;2;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommy #WalkAway #OffThePlantation #IGReport #ImmigrationReform https://www. thegatewaypundit.com/2018/06/nancy- pelosis-angels-eleven-ms-13-killers-including-illegal-aliens-charged-in-deaths-of-underage-virginia-teens/ …";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommy #WalkAway #OffThePlantation #IGReport #ImmigrationReform;"1010266204697550848";https://twitter.com/ChrissyMAGAOne/status/1010266204697550848;0
