username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
BeeBeeBeeLeaves;2018-06-17 19:57;0;0;"@chuckschumer said yes to this law in 2002 for goodness sake. And today's latest human trafficker that has separated kids from parents. Six dead. #BuildTheWall like Turkey just did along Syrian border. #WalkAway #FreeThinkers Walk. Away. pic.twitter.com/xsZIh00lxt";;@chuckschumer;#BuildTheWall #WalkAway #FreeThinkers;"1008498805380005888";https://twitter.com/BeeBeeBeeLeaves/status/1008498805380005888;0
LoseyLaurice;2018-06-17 19:36;0;0;"#sundayfutures #AI #MicrochippedNation #TotalControl #TheMatrix #WWG1WGA #MAGA #GreatAwakening #DemExit #WalkAway #walkthetalk #AmericaFirst pic.twitter.com/I1OjnBcPK8";;;#sundayfutures #AI #MicrochippedNation #TotalControl #TheMatrix #WWG1WGA #MAGA #GreatAwakening #DemExit #WalkAway #walkthetalk #AmericaFirst;"1008493595048009728";https://twitter.com/LoseyLaurice/status/1008493595048009728;0
Racerx9X;2018-06-17 19:14;0;0;"#WalkAway";;;#WalkAway;"1008487987569541120";https://twitter.com/Racerx9X/status/1008487987569541120;0
LoseyLaurice;2018-06-17 18:54;2;1;"#MAGA #IGReport #IGReportUnredacted #CIA #OperationRedpill #ProgrammedByMSMCIAOps #GreatAwakening #DemExit #DeepState #WalkAway #walkthetalk #AmericaFirst pic.twitter.com/8wwZ7dSXf8";;;#MAGA #IGReport #IGReportUnredacted #CIA #OperationRedpill #ProgrammedByMSMCIAOps #GreatAwakening #DemExit #DeepState #WalkAway #walkthetalk #AmericaFirst;"1008483087884398592";https://twitter.com/LoseyLaurice/status/1008483087884398592;0
SandbaggRR;2018-06-17 18:44;0;0;"And now, unashamedly, turning their backs on the single mothers they created for illegal aliens, for their votes. #WalkAway - #PlantationDemocrats - #LeaveThePlantation #SuperPredator - #ExposeTheLeft";;;#WalkAway #PlantationDemocrats #LeaveThePlantation #SuperPredator #ExposeTheLeft;"1008480503861792768";https://twitter.com/SandbaggRR/status/1008480503861792768;0
jesusrulz62;2018-06-17 18:44;1;0;"#WalkAway Campaign- WHY I LEFT LIBERALISM & THE DEMOCRATIC PARTY https:// youtu.be/4Pjs7uoOkag via @YouTube truth !!!";;@YouTube;#WalkAway;"1008480452804476929";https://twitter.com/jesusrulz62/status/1008480452804476929;0
CrookdHillary;2018-06-17 18:19;0;1;"@JackPosobiec @RealCandaceO @RealJamesWoods @therealroseanne I highly recommend reading this interview with @usminority on the #WalkAway campaign. https:// twitter.com/happit1776/sta tus/1008424813789097990 …";;@JackPosobiec @RealCandaceO @RealJamesWoods @therealroseanne @usminority;#WalkAway;"1008474138456051714";https://twitter.com/CrookdHillary/status/1008474138456051714;1
CatellusBonum;2018-06-17 18:17;0;1;"Please RT, his message is powerful. Though never a DNC myself, I know plenty who are. Many younger folk haven't a clue because #1 they can't know what they aren't taught #2 Give them an out, b/c most do not live their personal lives DNC insists they want. #WalkAway https:// twitter.com/usminority/sta tus/1007191747355729920 …";;;#1 #2 #WalkAway;"1008473694593839104";https://twitter.com/CatellusBonum/status/1008473694593839104;1
LoseyLaurice;2018-06-17 18:11;0;1;"#MAGA #IGReport #IGReportUnredacted #GreatAwakening #cia #QAnon #NoCoincidences #DemExit #WalkAway #walkthetalk #MSM #OperationRedpill pic.twitter.com/4IEQYqWw7s";;;#MAGA #IGReport #IGReportUnredacted #GreatAwakening #cia #QAnon #NoCoincidences #DemExit #WalkAway #walkthetalk #MSM #OperationRedpill;"1008472115333525505";https://twitter.com/LoseyLaurice/status/1008472115333525505;0
HumanistFilm;2018-06-17 18:09;0;0;"#WalkAway That’s pretty much my story. https://www. facebook.com/story.php?stor y_fbid=10215305541646264&id=1066860458 …";;;#WalkAway;"1008471727310102530";https://twitter.com/HumanistFilm/status/1008471727310102530;0
