username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
SnoopyForPres;2018-06-11 19:54;0;0;"#walkaway https:// twitter.com/Eagledenny/sta tus/1005636512711667712 …";;;#walkaway;"1006323932532797440";https://twitter.com/SnoopyForPres/status/1006323932532797440;1
melissadbrown;2018-06-11 19:53;0;1;"#WALKAWAY LOOK IT UP!";;;#WALKAWAY;"1006323650860118016";https://twitter.com/melissadbrown/status/1006323650860118016;0
BanzaiM4;2018-06-11 19:51;0;0;"Today I’m kicking off the #WalkAway campaign by releasing my video about why I am walking away from liberalism and the Democratic Party. It is my sincere hope that you will join me in this campaign and that we may start a movement in this country-... https:// youtu.be/4Pjs7uoOkag";;;#WalkAway;"1006323046104424449";https://twitter.com/BanzaiM4/status/1006323046104424449;0
KeithPower5;2018-06-11 19:43;0;0;"#WalkAway https:// twitter.com/LegendaryEnerg y/status/1006246584164601856 …";;;#WalkAway;"1006321061619781632";https://twitter.com/KeithPower5/status/1006321061619781632;1
starsnstripes79;2018-06-11 19:39;0;0;"This may or may not work out with NK but I'm thankful to have a President that will walk away if it's not a good deal. Iran deal was NOT a good deal. #WalkAway";;;#WalkAway;"1006320039144968194";https://twitter.com/starsnstripes79/status/1006320039144968194;0
starsnstripes79;2018-06-11 19:37;0;0;"#WalkAway Campaign- WHY I LEFT LIBERALISM & THE DEMOCRATIC PARTY https:// youtu.be/4Pjs7uoOkag via @YouTube";;@YouTube;#WalkAway;"1006319543717900289";https://twitter.com/starsnstripes79/status/1006319543717900289;0
BanzaiM4;2018-06-11 19:36;0;2;"Brandon Straka is a Liberal that woke up to the lies and propaganda that’s been perpetrated against our president! He’s launched the #WalkAway Campaign and you have to hear his story! https://www. facebook.com/lance.j.stinso n/posts/10156497251684810 …";;;#WalkAway;"1006319183494303744";https://twitter.com/BanzaiM4/status/1006319183494303744;0
iVanbsac;2018-06-11 19:27;0;0;"In the morning! @THErealDVORAK @NoAgendaNation @adamcurry keep an eye on this #walkaway movements gents, it’s gaining traction! Love y’all!";;@THErealDVORAK @NoAgendaNation @adamcurry;#walkaway;"1006316907233005568";https://twitter.com/iVanbsac/status/1006316907233005568;0
bpasqua;2018-06-11 19:21;0;1;"So, tolerance is a one way street to the liberals. #walkaway Got it. https:// twitter.com/variety/status /1005948314355884033 …";;;#walkaway;"1006315581757222917";https://twitter.com/bpasqua/status/1006315581757222917;1
iVanbsac;2018-06-11 19:21;1;2;"I escaped the plantation!!!! #WalkAway";;;#WalkAway;"1006315546072223745";https://twitter.com/iVanbsac/status/1006315546072223745;0
siriuscolleen;2018-06-11 19:21;0;0;"#walkaway";;;#walkaway;"1006315463138213893";https://twitter.com/siriuscolleen/status/1006315463138213893;0
summerLsteele;2018-06-11 19:17;0;0;"#WalkAway Campaign- WHY I LEFT LIBERALISM & THE DEMOCRATIC PARTY https:// youtu.be/4Pjs7uoOkag via @YouTube ...interesting";;@YouTube;#WalkAway;"1006314486834319362";https://twitter.com/summerLsteele/status/1006314486834319362;0
1_eyed_Jack;2018-06-11 19:15;1;1;"Simply #WalkAway https:// twitter.com/WayneDupreeSho w/status/1006155227735773184 …";;;#WalkAway;"1006313928912076800";https://twitter.com/1_eyed_Jack/status/1006313928912076800;1
rolltide1962;2018-06-11 19:14;0;2;"Hey #robertdeniro Thanks for convincing 1000’s more to just #walkaway ! @RealCandaceO";;@RealCandaceO;#robertdeniro #walkaway;"1006313810825752576";https://twitter.com/rolltide1962/status/1006313810825752576;0
iVanbsac;2018-06-11 19:09;0;0;"#WalkAway";;;#WalkAway;"1006312560197595139";https://twitter.com/iVanbsac/status/1006312560197595139;0
Redhorn_Conners;2018-06-11 19:08;0;0;"#WalkAway";;;#WalkAway;"1006312226414907397";https://twitter.com/Redhorn_Conners/status/1006312226414907397;0
TopInfoBlogs;2018-06-11 19:05;0;0;"#WalkAway Campaign- WHY I LEFT LIBERALISM & THE DEMOCRATIC PARTY (This man makes a lot of sense). https:// youtu.be/4Pjs7uoOkag";;;#WalkAway;"1006311378418712578";https://twitter.com/TopInfoBlogs/status/1006311378418712578;0
GeoParker7;2018-06-11 19:03;0;1;"What you said is bigoted, not love. @jack has the same free speech and freedoms as you, which means he can eat @ChickfilA if he wants, WITHOUT persecution. Do you even hear yourself? You are not about equal rights. Wake up & #WalkAway";;@jack @ChickfilA;#WalkAway;"1006311059643396099";https://twitter.com/GeoParker7/status/1006311059643396099;0
LeliaHat1;2018-06-11 19:02;0;0;"#walkaway https:// twitter.com/thenickgeller/ status/1006310098610909185 …";;;#walkaway;"1006310631128162305";https://twitter.com/LeliaHat1/status/1006310631128162305;1
LoseyLaurice;2018-06-11 18:58;14;99;"Same here. Primary REALLY took the blinders off! #WalkAway #WWG1WGA #GreatAwakening #DemExit";;;#WalkAway #WWG1WGA #GreatAwakening #DemExit;"1006309707366191105";https://twitter.com/LoseyLaurice/status/1006309707366191105;0
