username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
Jenny8675309m;2018-06-20 19:37;0;1;"All they had to do was NOT be crazy... and then they started fantasizing about locking kids in cages with pedos and attacking schools to scare the other sides kids- is a sentence I never imagined writing #walkaway actually RUN, run as fast as you can scary";;;#walkaway;"1009581126359437312";https://twitter.com/Jenny8675309m/status/1009581126359437312;0
winnie_kelleher;2018-06-20 19:37;0;0;"#walkaway";;;#walkaway;"1009581046759911425";https://twitter.com/winnie_kelleher/status/1009581046759911425;0
PolitixGal;2018-06-20 19:33;1;3;"#LiberalismIsAMentalDisorder #VoteDemsOUT #WalkAway https:// twitter.com/dbongino/statu s/1009545984660115458 …";;;#LiberalismIsAMentalDisorder #VoteDemsOUT #WalkAway;"1009580096221470720";https://twitter.com/PolitixGal/status/1009580096221470720;1
PolitixGal;2018-06-20 19:33;3;5;"#ArrestSoros He, along with the Left, are trying to destroy America. #LiberalismIsAMentalDisorder #VoteDemsOUT #WalkAway https:// twitter.com/CalmSeas5/stat us/1009569869577277443 …";;;#ArrestSoros #LiberalismIsAMentalDisorder #VoteDemsOUT #WalkAway;"1009580015900487681";https://twitter.com/PolitixGal/status/1009580015900487681;1
DebbieBrandt1;2018-06-20 19:21;0;1;"So many Democrats learning the truth ... #WalkAway from the toxic party ..... https:// twitter.com/msdianey/statu s/1009576452444991489 …";;;#WalkAway;"1009576905597702144";https://twitter.com/DebbieBrandt1/status/1009576905597702144;1
MsDianey;2018-06-20 19:20;0;0;"@kanyewest @KTHopkins @RealCandaceO @FoxNews @ABCPolitics @RubinReport @TPUSA @benshapiro #WalkAway Campaign- WHY I LEFT LIBERALISM & THE DEMOCRATIC PARTY https:// youtu.be/4Pjs7uoOkag via @YouTube";;@kanyewest @KTHopkins @RealCandaceO @FoxNews @ABCPolitics @RubinReport @TPUSA @benshapiro @YouTube;#WalkAway;"1009576842351685632";https://twitter.com/MsDianey/status/1009576842351685632;0
DebbieBrandt1;2018-06-20 19:19;0;1;"#WalkAway";;;#WalkAway;"1009576569608790017";https://twitter.com/DebbieBrandt1/status/1009576569608790017;0
MsDianey;2018-06-20 19:19;1;1;"#WalkAway campaign is taking off from The Unsilent Minority. @kanyewest @KTHopkins @RealCandaceO @FoxNews @ABCPolitics @RubinReport @benshapiro https:// twitter.com/usminority/sta tus/1003473255762726912 …";;@kanyewest @KTHopkins @RealCandaceO @FoxNews @ABCPolitics @RubinReport @benshapiro;#WalkAway;"1009576452444991489";https://twitter.com/MsDianey/status/1009576452444991489;1
BeeBeeBeeLeaves;2018-06-20 18:24;0;1;"Like Roseanne said to Jimmy Kimmel, "Y'all went so f*en far out, you lost everybody." Time for #freethinkers to #WalkAway https:// youtu.be/4Pjs7uoOkag";;;#freethinkers #WalkAway;"1009562745367220224";https://twitter.com/BeeBeeBeeLeaves/status/1009562745367220224;0
Robinrealtor;2018-06-20 18:09;0;0;"#WalkAway #StopChildTrafficking https:// twitter.com/grizzlemeister /status/1009508159109595136 …";;;#WalkAway #StopChildTrafficking;"1009559006283751424";https://twitter.com/Robinrealtor/status/1009559006283751424;1
Robinrealtor;2018-06-20 18:07;0;0;"#WalkAway";;;#WalkAway;"1009558469324754946";https://twitter.com/Robinrealtor/status/1009558469324754946;0
RegCab;2018-06-20 18:05;0;0;"Omg what could be more disgusting than @iamfonda maybe @SonyPictures needs to reevaluate supporting and employing a man who thinks about and calls for a young child to be raped by pedophiles... absolutely criminal #walkaway #pervertpete https:// twitter.com/DonaldJTrumpJr /status/1009483233111748609 …";;@iamfonda @SonyPictures;#walkaway #pervertpete;"1009557943350710272";https://twitter.com/RegCab/status/1009557943350710272;1
ChrissyMAGAOne;2018-06-20 17:50;1;2;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/3RTqZQ3cbi";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553982056853504";https://twitter.com/ChrissyMAGAOne/status/1009553982056853504;0
ChrissyMAGAOne;2018-06-20 17:49;2;2;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/9RvMPinRSY";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553869423009792";https://twitter.com/ChrissyMAGAOne/status/1009553869423009792;0
ChrissyMAGAOne;2018-06-20 17:49;0;1;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/yWjkkZWpTw";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553762887688192";https://twitter.com/ChrissyMAGAOne/status/1009553762887688192;0
ChrissyMAGAOne;2018-06-20 17:48;1;2;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/lQmPQnX2RR";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553673209298945";https://twitter.com/ChrissyMAGAOne/status/1009553673209298945;0
ChrissyMAGAOne;2018-06-20 17:48;2;5;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/hZmASF9og5";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553593794347008";https://twitter.com/ChrissyMAGAOne/status/1009553593794347008;0
ChrissyMAGAOne;2018-06-20 17:47;0;0;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/q2dle4ZBvR";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553474667704321";https://twitter.com/ChrissyMAGAOne/status/1009553474667704321;0
ChrissyMAGAOne;2018-06-20 17:47;0;1;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/hEFQqasXSq";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553385018699776";https://twitter.com/ChrissyMAGAOne/status/1009553385018699776;0
ChrissyMAGAOne;2018-06-20 17:46;0;2;"#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport pic.twitter.com/VybDKI7ypc";;;#MAGA #QAnon #WeThePeople #JESUSLIVES #GodIsInCharge #WWG1WGA #RedWaveRising #FreeTommyRobinson #WalkAway #OffThePlantation #ImmigrantChildren #IGReport;"1009553207419236358";https://twitter.com/ChrissyMAGAOne/status/1009553207419236358;0
