username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
Just_Jen0803;2018-06-05 19:38;0;0;"I want to man by my side Not a boy who runs and hides Are you gonna fight for me? Die for me? Live and breathe for me? Do you care for me? 'Cause if you don't, then just leave #KellyClarkson #WalkAway";;;#KellyClarkson #WalkAway;"1004145589070659586";https://twitter.com/Just_Jen0803/status/1004145589070659586;0
LynnWattier;2018-06-05 19:28;0;3;"@usminority I AGREE 100%!! Watch my friends video that’s going viral about #WalkAway from the left!!";;@usminority;#WalkAway;"1004142995980079104";https://twitter.com/LynnWattier/status/1004142995980079104;0
odom_4life;2018-06-05 18:47;0;0;"#walkaway #RedWaveRising2018 https:// twitter.com/DesireeSeattle /status/1004130556693499905 …";;;#walkaway #RedWaveRising2018;"1004132514909192193";https://twitter.com/odom_4life/status/1004132514909192193;1
Taawjih;2018-06-05 18:26;0;0;"Assalam o Alaikum! And when it is said to him,“Fear Allah”pride in the sin takes hold of him. Sufficient for him is Hellfire, and how wretched is the resting place.(Al-Baqarah, 2:206) #Ramadan #guidance #NoteToSelf #Islam #Peace #reminder #WalkAway #QuranHour #Muslim #Jazakallah pic.twitter.com/eGzx9QdhWJ";;;#Ramadan #guidance #NoteToSelf #Islam #Peace #reminder #WalkAway #QuranHour #Muslim #Jazakallah;"1004127365017071616";https://twitter.com/Taawjih/status/1004127365017071616;0
royag512;2018-06-05 14:41;0;0;"If he hurt you once, he will do it again. The sooner you realize that the better #letgo #walkaway #narcissisticabuse";;;#letgo #walkaway #narcissisticabuse;"1004070696069165056";https://twitter.com/royag512/status/1004070696069165056;0
demetriadixon;2018-06-05 13:30;0;0;"Enough to shut shit down. #walkaway";;;#walkaway;"1004052914476867584";https://twitter.com/demetriadixon/status/1004052914476867584;0
acriticalmass;2018-06-05 12:41;0;1;"No longer i.d. as Dem/Lib/Left (nor Repub/Right) Or even"Progressive” Labels now corrupted/meaningless. My values r the same: a nation grounded in SocioEconomic Justice/Participatory Governance/Cultural Tolerance/Environmental Sustainability/Nonviolence/Gender Equality #WalkAway https:// twitter.com/usminority/sta tus/1000423835613712384 …";;;#WalkAway;"1004040448132907008";https://twitter.com/acriticalmass/status/1004040448132907008;1
PinkyHobbs;2018-06-05 11:56;0;0;"#Preach love him! #WalkAway https://www. facebook.com/story.php?stor y_fbid=10160460525345223&id=586695222 …";;;#Preach #WalkAway;"1004029263744520192";https://twitter.com/PinkyHobbs/status/1004029263744520192;0
white_mgtow;2018-06-05 11:14;2;6;"#Traditionalists , aim your #shaming language at the ones that matter. #TuesdayThoughts #MGTOW #Femalenature #Walkaway pic.twitter.com/fEjfTnHDsd";;;#Traditionalists #shaming #TuesdayThoughts #MGTOW #Femalenature #Walkaway;"1004018748339056640";https://twitter.com/white_mgtow/status/1004018748339056640;0
KriefLinda;2018-06-05 11:06;0;0;"SE Cupp rips Bill Clinton: He's incapable of shame https:// youtu.be/vcuEp34lUgM via @YouTube Funny or pathetic? #savethechildren #walkaway #IBOR #MAGA";;@YouTube;#savethechildren #walkaway #IBOR #MAGA;"1004016579833712641";https://twitter.com/KriefLinda/status/1004016579833712641;0
