username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
DV8NEscape;2018-07-12 19:59;0;0;"Why does "US Politics" on Twitter only show left-wing commentary when I've been seeing both sides all day? Strange. #FakeNews #MAGA #resist #produce #WalkAway";;;#FakeNews #MAGA #resist #produce #WalkAway;"1017559112404668421";https://twitter.com/DV8NEscape/status/1017559112404668421;0
keever_creek;2018-07-12 19:59;0;0;"#StandWithTrump #MAGA #WalkAway https:// twitter.com/SecPompeo/stat us/1017373142019342337 …";;;#StandWithTrump #MAGA #WalkAway;"1017559090007076866";https://twitter.com/keever_creek/status/1017559090007076866;1
hudhunters;2018-07-12 19:59;0;0;"I liked a @YouTube video http:// youtu.be/pU_ZcCMSiew?a #WalkAway stories of a Black Conservative";;@YouTube;#WalkAway;"1017559065399046144";https://twitter.com/hudhunters/status/1017559065399046144;0
brianknewhouse;2018-07-12 19:59;0;1;"You might remember these Democrat/ Russian Moments if not let me remind you That failed Russian Reset “I’ll be more Flexible in my 2nd Term” #WalkAway pic.twitter.com/B7Vz5Pl92n";;;#WalkAway;"1017559064363044864";https://twitter.com/brianknewhouse/status/1017559064363044864;0
Adjustedwell;2018-07-12 19:59;0;0;"Democrats Hate Black People #walkaway https:// youtu.be/ZbP33yl_kT4 via @YouTube";;@YouTube;#walkaway;"1017559054850428929";https://twitter.com/Adjustedwell/status/1017559054850428929;0
KezNat;2018-07-12 19:59;0;1;"#WalkAway";;;#WalkAway;"1017559027776147456";https://twitter.com/KezNat/status/1017559027776147456;0
ChrisFeier;2018-07-12 19:59;1;1;"https:// youtu.be/YYo-GPBAtsY . Such a great campaign... people waking up #walkaway";;;#walkaway;"1017559004531363842";https://twitter.com/ChrisFeier/status/1017559004531363842;0
KezNat;2018-07-12 19:59;0;0;"#WalkAway";;;#WalkAway;"1017558984478351360";https://twitter.com/KezNat/status/1017558984478351360;0
shannelle69;2018-07-12 19:58;0;1;"Lol, so the FBI adulterers is considered pillow talk, all others are considered predators on what sadly all we heard all day was OTHER SIDE OF ISLE! You all need voted out and replaced by people that demand UNITY! #WalkAway #TermLimits #DisgracefulSwamp";;;#WalkAway #TermLimits #DisgracefulSwamp;"1017558971194933248";https://twitter.com/shannelle69/status/1017558971194933248;0
keever_creek;2018-07-12 19:58;0;0;"I love this guy! #StandWithTrump #MAGA #WalkAway https:// twitter.com/realDonaldTrum p/status/1017362207426908160 …";;;#StandWithTrump #MAGA #WalkAway;"1017558961279643650";https://twitter.com/keever_creek/status/1017558961279643650;1
KezNat;2018-07-12 19:58;0;0;"#WalkAway";;;#WalkAway;"1017558918552276992";https://twitter.com/KezNat/status/1017558918552276992;0
CodyHackjob;2018-07-12 19:58;0;0;"Don't you hate how the really corrupt ones are so smug...like they've got their deceit so wired, we're all powerless against them. They hate us all and think they're so superior. I say it's time we lock them all up. Retweet if you agree #Walkaway #StrzokHearing #Strzok pic.twitter.com/OWa4dBfxJQ";;;#Walkaway #StrzokHearing #Strzok;"1017558806023327747";https://twitter.com/CodyHackjob/status/1017558806023327747;0
gravelmans1;2018-07-12 19:58;0;0;"#WALKAWAY . https:// twitter.com/Cernovich/stat us/1017554300598251520 …";;;#WALKAWAY;"1017558773911584769";https://twitter.com/gravelmans1/status/1017558773911584769;1
Jbird8;2018-07-12 19:58;1;1;"Even thought it’s evident the deep state tried to frame President Trump, the democrats are deranged, unhinged, violent, and out for revenge. #walkAway";;;#walkAway;"1017558750578855938";https://twitter.com/Jbird8/status/1017558750578855938;0
ChristineBeren2;2018-07-12 19:58;0;3;"Oh y’all are gonna hear the voices here!!! #DrainTheSwamp #WalkAway !!!";;;#DrainTheSwamp #WalkAway;"1017558748104192000";https://twitter.com/ChristineBeren2/status/1017558748104192000;0
DOUBLE_3TX;2018-07-12 19:57;0;0;"Democrats Hate Black People #walkaway https:// youtu.be/ZbP33yl_kT4 via @YouTube";;@YouTube;#walkaway;"1017558705183830018";https://twitter.com/DOUBLE_3TX/status/1017558705183830018;0
srob413eastside;2018-07-12 19:57;0;1;"November will come & November will go... the only thing it’s bringing is a #Redwave so deal with it! No respectful way to say this... You’re really an ignorant POS! Not to mention a complete liar! But keep resisting while so many #walkaway";;;#Redwave #walkaway;"1017558698154233858";https://twitter.com/srob413eastside/status/1017558698154233858;0
JTaylorSkinner;2018-07-12 19:57;0;5;"Just those with an inordinate amount of followers that keep tweeting #walkaway";;;#walkaway;"1017558690776297472";https://twitter.com/JTaylorSkinner/status/1017558690776297472;0
GBDaly;2018-07-12 19:57;0;0;"@JacksonLeeTX18 hilarious praising @PeterStrzok @RepKHandel @Jim_Jordan @davidcicilline @Raul_Labrador @TGowdySC @RepGutierrez @RepTomMarino #CorruptFBI #WalkAway #LivingDeadDemocrats @RepGoodlatte @DesJarlaisTN04@JimPressOffice @RepRobinKelly @FoxNews @RepJerryNadler @POTUS";;@JacksonLeeTX18 @PeterStrzok @RepKHandel @Jim_Jordan @davidcicilline @Raul_Labrador @TGowdySC @RepGutierrez @RepTomMarino @RepGoodlatte @DesJarlaisTN04 @JimPressOffice @RepRobinKelly @FoxNews @RepJerryNadler @POTUS;#CorruptFBI #WalkAway #LivingDeadDemocrats;"1017558639543029760";https://twitter.com/GBDaly/status/1017558639543029760;0
northernpuppy;2018-07-12 19:57;0;0;"@realDonaldTrump @jeffsessions America wants justice done! #MAGA #Trump #WalkAway #Conservative https:// twitter.com/Tia6sc/status/ 1017489825228820481 …";;@realDonaldTrump @jeffsessions;#MAGA #Trump #WalkAway #Conservative;"1017558592558370818";https://twitter.com/northernpuppy/status/1017558592558370818;1
MsErinMurray;2018-07-12 19:57;3;3;"#WalkAway https:// twitter.com/PoliticalShort /status/1017433500323074049 …";;;#WalkAway;"1017558591027470336";https://twitter.com/MsErinMurray/status/1017558591027470336;1
LoseyLaurice;2018-07-12 19:57;0;2;"#Realtalk #Breaking #WalkAway #FBICorruption #CrookedClinton #StrzokHearing #Strzok #DeflectingLyingDemElite #AmericaFirst #MAGA https:// twitter.com/Jim_Jordan/sta tus/1017532162210443265 …";;;#Realtalk #Breaking #WalkAway #FBICorruption #CrookedClinton #StrzokHearing #Strzok #DeflectingLyingDemElite #AmericaFirst #MAGA;"1017558524942061573";https://twitter.com/LoseyLaurice/status/1017558524942061573;1
Grimsley831;2018-07-12 19:57;0;0;"They are racist. Here's proof of it. Antifa calling a black police officer a N word. Do you justify that? If you do your a racist. https:// youtu.be/JgthrxsXWQs #walkaway";;;#walkaway;"1017558495376203776";https://twitter.com/Grimsley831/status/1017558495376203776;0
DBZDoll;2018-07-12 19:56;3;14;"Where is the outrage from the left when these white liberals repeatedly calling the black officer the N word??? Imagine if that was a conservative. Smh! #WalkAway ...actually run away. The left has gone completely insane.";;;#WalkAway;"1017558443983454208";https://twitter.com/DBZDoll/status/1017558443983454208;0
2nikkiclick;2018-07-12 19:56;1;5;"You just showed why there is a #WalkAway movement.";;;#WalkAway;"1017558417156820997";https://twitter.com/2nikkiclick/status/1017558417156820997;0
