username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;retweetornot
WillMcGimpsey;2018-06-09 19:51;0;1;"The Left are the real bigots and haters. It's time to #WalkAway https:// twitter.com/WayneDupreeSho w/status/1005468582246002688 …";;;#WalkAway;"1005598408730501120";https://twitter.com/WillMcGimpsey/status/1005598408730501120;1
JoanieBaloney90;2018-06-09 19:47;0;0;"I AM crying!!! #WalkAway #freedom #empowerment #love";;;#WalkAway #freedom #empowerment #love;"1005597382036336641";https://twitter.com/JoanieBaloney90/status/1005597382036336641;0
JoanieBaloney90;2018-06-09 19:46;0;8;"This is turning out to be a pretty amazing time to be alive. I love it!! #WalkAway #trueempowerment #novictims";;;#WalkAway #trueempowerment #novictims;"1005596968419233794";https://twitter.com/JoanieBaloney90/status/1005596968419233794;0
Jeannie___Marie;2018-06-09 19:45;0;2;"No, people on the Left are waking up to the fact that the Democratic Party doesn’t care about them. All they want is donations & votes. #WalkAway https:// twitter.com/taebotoni/stat us/1002695327382528000?s=21 …";;;#WalkAway;"1005596889545367552";https://twitter.com/Jeannie___Marie/status/1005596889545367552;1
JoanieBaloney90;2018-06-09 19:44;1;1;"@usminority I was raised (D) and stayed that way up until my young adulthood. I realized I had to #WalkAway in 2000, when the ugliness that is so prevalent today was just emerging. I've never looked back. Thank you for sharing your story.";;@usminority;#WalkAway;"1005596536628236288";https://twitter.com/JoanieBaloney90/status/1005596536628236288;0
JustBeaTee;2018-06-09 19:41;0;2;"#walkaway";;;#walkaway;"1005595723671441408";https://twitter.com/JustBeaTee/status/1005595723671441408;0
JoanieBaloney90;2018-06-09 19:39;0;3;"18 years ago for me! #WalkAway";;;#WalkAway;"1005595384696246273";https://twitter.com/JoanieBaloney90/status/1005595384696246273;0
JoanieBaloney90;2018-06-09 19:38;0;0;"@LuLuWVU19 - I was a tad afraid, as well. But this is too important! #WalkAway https:// twitter.com/LuLuWVU19/stat us/1005220999099502593 …";;@LuLuWVU19;#WalkAway;"1005595100645380097";https://twitter.com/JoanieBaloney90/status/1005595100645380097;1
sketchfly;2018-06-09 19:37;0;1;"@therealroseanne Can you pass the word please. XD #WalkAway https://www. youtube.com/watch?v=4Pjs7u oOkag&feature=youtu.be …";;@therealroseanne;#WalkAway;"1005594655822577665";https://twitter.com/sketchfly/status/1005594655822577665;0
WesenbergRealty;2018-06-09 19:35;0;0;"He's Leaving The Democratic Party And Starting A Serious Movement ⋆ http:// WayneDupree.com https://www. waynedupree.com/hes-leaving-th e-democratic-party/ … by @WayneDupreeShow #walkaway";;@WayneDupreeShow;#walkaway;"1005594278662496256";https://twitter.com/WesenbergRealty/status/1005594278662496256;0
JoanieBaloney90;2018-06-09 19:33;0;1;"He says it all & it's INCREDIBLE! I was "raised" (D) & stayed one as a young adult. While living in DC area I had a front row seat to awful left behaviors& I decided to #WalkAway . Sadly, it's gotten worse. I hope more ppl will see the light& #WalkAway too! https:// i.rmbl.ws/s8/2/t/G/N/J/t GNJa.caa.1.mp4 …";;;#WalkAway #WalkAway;"1005593872112803840";https://twitter.com/JoanieBaloney90/status/1005593872112803840;0
JesusWithMe247;2018-06-09 19:19;0;0;"#WalkAway #MAGA https:// twitter.com/waynedupreesho w/status/1005103522139033604 …";;;#WalkAway #MAGA;"1005590335383191552";https://twitter.com/JesusWithMe247/status/1005590335383191552;1
DavidPaul1191;2018-06-09 19:10;0;0;"I have always said that democrats/liberals would love to have you in their party and treat you like gold, right up to the time they no longer need you! Then, bye bye Sucka! Republicans cannot let up, we must continue spreading the word. #WalkAway #MAGA2018 #VOTE2018 https:// twitter.com/willcarry4/sta tus/1005164095467909126 …";;;#WalkAway #MAGA2018 #VOTE2018;"1005588030277799936";https://twitter.com/DavidPaul1191/status/1005588030277799936;1
outsidethewire2;2018-06-09 19:07;0;0;"#WalkAway https://www. facebook.com/usminority/ https:// twitter.com/waynedupreesho w/status/1005468582246002688 …";;;#WalkAway;"1005587091709833216";https://twitter.com/outsidethewire2/status/1005587091709833216;1
